title:the grid
description: it's the grid baby
dimwishlist:item=4164201232&perks=3400784728,2610012052#notes: pve (d2gunsmith) - 1000 yard stare, tripple tap, golden tricorn
dimwishlist:item=1766088024&perks=2869569095,3592538738#notes: the grid (season 13) - thermal erosion, field prep, wellspring
dimwishlist:item=3075224551&perks=2869569095,4104185692#notes: the grid (season 13) - threaded needle, field prep, frenzy
dimwishlist:item=3055192515&perks=3300816228,3523296417#notes: the grid (season 13) - timelines vertex, autoloading holster, demolitionist
dimwishlist:item=2957367743&perks=2869569095,3425386926#notes: the grid (season 13) - toil and trouble, field prep, rampage
dimwishlist:item=958384347&perks=2869569095,2284787283#notes: the grid (season 13) - tomorrows answer, field prep, clown cartridge
dimwishlist:item=3799980700&perks=1168162263,3038247973#notes: the grid (season 13) - transfiguration, outlaw, explosive payload
dimwishlist:item=3258665412&perks=3300816228,2726471870#notes: the grid (season 13) - trinary system, autoloading holster, thresh
dimwishlist:item=2742838700&perks=3643424744,3425386926#notes: the grid (season 13) - true prophecy, overflow, rampage
dimwishlist:item=1392919471&perks=1523832109,3592538738#notes: the grid (season 13) - trustee, reconstruction, wellspring
dimwishlist:item=1946491241&perks=3300816228,3523296417#notes: the grid (season 13) - truthteller, autoloading holster, demolitionist
dimwishlist:item=2721249463&perks=201365942,3425386926#notes: the grid (season 13) - tyranny of heaven, archers tempo, rampage
dimwishlist:item=3000847393&perks=3523296417,11612903#notes: pve (duality) - unforgiven, demolitionist, adrenaline junkie
dimwishlist:item=3242168339&perks=247725512,3038247973#notes: the grid (season 13) - vouchsafe, rapid hit, explosive payload
dimwishlist:item=334171687&perks=1168162263,1015611457#notes: the grid (season 13) - waking vigil, outlaw, kill clip
dimwishlist:item=211938782&perks=201365942,3350417888#notes: the grid (season 13) - whispering slab, archers tempo, sympathetic arsenal
dimwishlist:item=1271343896&perks=1556840489,3523296417#notes: the grid (season 13) - widows bite, lead from gold, demolitionist
dimwishlist:item=3356526253&perks=2869569095,3300816228#notes: the grid (season 13) - wishbringer, field prep, autoloading holster
dimwishlist:item=2891672170&perks=1631667848,4082225868#notes: the grid (season 13) - xenoclast iv, grave robber, swashbuckler
dimwishlist:item=2209003210&perks=3300816228,1600092898#notes: the grid (season 13) - zealots reward, autoloading holster, backup plan
dimwishlist:item=3400256755&perks=1749209109,3650930298#notes: pve (d2gunsmith) - zephyr, relentless strikes, cold steel
